"","uniqueid","enroldt","Pctpov","poverty_rate","integrated"
"513",1360,"8/16/2005",2.278127184,NA,2.278127184
"514",1366,"8/16/2005",5.686247216,NA,5.686247216
"515",1368,"8/17/2005",18.11594203,17.7523927138006,18.11594203
"516",1371,"8/17/2005",NA,NA,NA
"517",1372,"8/17/2005",22.03160271,21.7081850533808,22.03160271
"518",1374,"8/17/2005",7.697807436,NA,7.697807436
"519",1375,"8/17/2005",NA,NA,NA
"520",1379,"8/18/2005",5.686247216,NA,5.686247216
"521",1381,"8/18/2005",NA,4.9820645675568,4.9820645675568
"522",1387,"8/19/2005",38.01708633,NA,38.01708633
"523",1395,"8/23/2005",17.04881657,NA,17.04881657
"524",1397,"8/23/2005",7.668898357,NA,7.668898357
"525",1399,"8/24/2005",8.776206728,NA,8.776206728
"526",1400,"8/24/2005",13.5237069,NA,13.5237069
"527",1403,"8/24/2005",15.27443106,NA,15.27443106
"528",1409,"8/25/2005",NA,NA,NA
"529",1411,"8/25/2005",19.67308815,19.6730881494454,19.67308815
"530",1413,"8/25/2005",NA,NA,NA
"531",1414,"8/26/2005",6.114839672,4.8377581120944,6.114839672
"532",1418,"8/29/2005",9.639909977,NA,9.639909977
"533",1420,"8/30/2005",NA,NA,NA
"534",1421,"8/30/2005",NA,NA,NA
"535",1424,"8/30/2005",20.95418813,20.9145021645022,20.95418813
"536",1425,"8/30/2005",11.89336979,11.8933697881066,11.89336979
"537",1429,"8/31/2005",14.78839753,14.7813688212928,14.78839753
"538",1434,"9/1/2005",NA,NA,NA
"539",1436,"9/1/2005",NA,NA,NA
"540",1439,"9/1/2005",42.0943494,42.0943494038362,42.0943494
"541",1440,"9/1/2005",33.03249097,NA,33.03249097
"542",1441,"9/2/2005",15.61783439,NA,15.61783439
"543",1443,"9/2/2005",NA,13.7976929902396,13.7976929902396
"544",1444,"9/2/2005",18.33599072,NA,18.33599072
"545",1445,"9/6/2005",11.4480198,NA,11.4480198
"546",1449,"9/6/2005",NA,NA,NA
"547",1451,"9/7/2005",33.61702128,33.5219236209335,33.61702128
"548",1452,"9/7/2005",7.204610951,NA,7.204610951
"549",1455,"9/7/2005",NA,NA,NA
"550",1457,"9/8/2005",NA,NA,NA
"551",1460,"9/8/2005",NA,NA,NA
"552",1470,"9/14/2005",NA,NA,NA
"553",1471,"9/15/2005",10.98322008,NA,10.98322008
"554",1473,"9/15/2005",NA,26.2394195888754,26.2394195888754
"555",1477,"9/16/2005",4.04424181,NA,4.04424181
"556",1478,"9/16/2005",NA,NA,NA
"557",1482,"9/20/2005",24.21652422,17.5619834710744,24.21652422
"558",1484,"9/20/2005",23.82044561,NA,23.82044561
"559",1485,"9/20/2005",NA,10.6508875739645,10.6508875739645
"560",1486,"9/20/2005",26.09356015,NA,26.09356015
"561",1487,"9/20/2005",7.697807436,7.697807435653,7.697807436
"562",1488,"9/20/2005",14.08385093,NA,14.08385093
"563",1489,"9/20/2005",22.40767045,NA,22.40767045
"564",1500,"9/22/2005",3.708867819,NA,3.708867819
"565",1502,"9/22/2005",8.353158869,NA,8.353158869
"566",1505,"9/23/2005",NA,NA,NA
"567",1507,"9/23/2005",NA,NA,NA
"568",1512,"9/26/2005",1.025074909,NA,1.025074909
"569",1514,"9/26/2005",NA,NA,NA
"570",1515,"9/27/2005",NA,NA,NA
"571",1518,"9/27/2005",4.665663298,4.62982718156603,4.665663298
"572",1519,"9/27/2005",NA,NA,NA
"573",1520,"9/27/2005",14.67510063,NA,14.67510063
"574",1522,"9/27/2005",1.433944523,3.83073496659243,1.433944523
"575",1523,"9/27/2005",21.75161522,NA,21.75161522
"576",1526,"9/27/2005",NA,NA,NA
"577",1528,"9/27/2005",16.71592775,NA,16.71592775
"578",1529,"9/28/2005",4.15601883,NA,4.15601883
"579",1532,"9/29/2005",NA,NA,NA
"580",1536,"9/29/2005",25.50834849,NA,25.50834849
"581",1538,"9/30/2005",7.86908078,NA,7.86908078
"582",1539,"9/30/2005",8.810864525,8.81086452467705,8.810864525
"583",1544,"10/4/2005",6.114839672,NA,6.114839672
"584",1550,"10/4/2005",15.21441159,15.2144115919326,15.21441159
"585",1555,"10/5/2005",28.48153668,NA,28.48153668
"586",1559,"10/6/2005",NA,14.098237720285,14.098237720285
"587",1564,"10/6/2005",8.218063466,8.21806346623271,8.218063466
"588",1566,"10/7/2005",NA,24.1306638566913,24.1306638566913
"589",1569,"10/7/2005",NA,4.8377581120944,4.8377581120944
"590",1573,"10/10/2005",21.51295337,21.4020618556701,21.51295337
"591",1574,"10/10/2005",11.07244543,11.0724454286618,11.07244543
"592",1575,"10/10/2005",5.347593583,23.9777983348751,5.347593583
"593",1577,"10/11/2005",23.38790036,NA,23.38790036
"594",1582,"10/12/2005",3.006638032,NA,3.006638032
"595",1588,"10/12/2005",9.96131528,NA,9.96131528
"596",1591,"10/13/2005",NA,NA,NA
"597",1599,"10/14/2005",9.528869996,NA,9.528869996
"598",1601,"10/14/2005",14.52311626,NA,14.52311626
"599",1608,"10/17/2005",NA,NA,NA
"600",1609,"10/18/2005",28.79830598,14.4565506245017,28.79830598
"601",1614,"10/19/2005",11.82622687,11.7725573945542,11.82622687
"602",1616,"10/19/2005",NA,NA,NA
"603",1623,"10/20/2005",NA,15.6309297912713,15.6309297912713
"604",1628,"10/24/2005",7.093635995,NA,7.093635995
"605",1630,"10/24/2005",9.639909977,NA,9.639909977
"606",1631,"10/24/2005",22.46074976,22.4033237456056,22.46074976
"607",1632,"10/24/2005",NA,NA,NA
"608",1637,"10/25/2005",9.914175792,NA,9.914175792
"609",1638,"10/25/2005",NA,NA,NA
"610",1643,"10/27/2005",NA,NA,NA
"611",1644,"10/27/2005",NA,NA,NA
"612",1653,"10/31/2005",15.30506722,14.5526057030482,15.30506722
"613",1660,"11/1/2005",35.12215207,NA,35.12215207
"614",1663,"11/1/2005",28.82410107,28.5356936694247,28.82410107
"615",1665,"11/1/2005",5.870342011,NA,5.870342011
"616",1666,"11/1/2005",37.34668335,37.1329019412643,37.34668335
"617",1670,"11/2/2005",NA,23.0520288772716,23.0520288772716
"618",1671,"11/2/2005",15.10131637,NA,15.10131637
"619",1673,"11/3/2005",NA,NA,NA
"620",1675,"11/4/2005",16.97238035,16.9723803499895,16.97238035
"621",1681,"11/8/2005",13.80639311,13.7845178813943,13.80639311
"622",1688,"11/9/2005",21.51295337,21.4020618556701,21.51295337
"623",1689,"11/9/2005",26.9660134,NA,26.9660134
"624",1690,"11/9/2005",15.2538256,15.2242424242424,15.2538256
"625",1697,"11/10/2005",10.07423118,NA,10.07423118
"626",1699,"11/10/2005",5.347593583,NA,5.347593583
"627",1701,"11/11/2005",9.394341291,NA,9.394341291
"628",1703,"11/11/2005",40.08168028,NA,40.08168028
"629",1706,"11/14/2005",NA,NA,NA
"630",1708,"11/14/2005",32.37186138,NA,32.37186138
"631",1712,"11/14/2005",NA,5.60114163396361,5.60114163396361
"632",1713,"11/14/2005",17.21003135,17.2100313479624,17.21003135
"633",1715,"11/15/2005",NA,NA,NA
"634",1717,"11/15/2005",NA,6.40068273949221,6.40068273949221
"635",1718,"11/15/2005",5.347593583,NA,5.347593583
"636",1722,"11/16/2005",NA,NA,NA
"637",1724,"11/16/2005",NA,NA,NA
"638",1736,"11/18/2005",4.444589054,NA,4.444589054
"639",1739,"11/18/2005",22.24725429,NA,22.24725429
"640",1740,"11/18/2005",8.810864525,NA,8.810864525
"641",1742,"11/18/2005",15.87510385,NA,15.87510385
"642",1749,"11/21/2005",11.80625631,NA,11.80625631
"643",1752,"11/21/2005",9.985170539,NA,9.985170539
"644",1753,"11/22/2005",12.94354259,NA,12.94354259
"645",1764,"11/23/2005",NA,NA,NA
"646",1774,"11/29/2005",NA,NA,NA
"647",1778,"11/29/2005",12.17690982,NA,12.17690982
"648",1789,"12/1/2005",7.762069885,NA,7.762069885
"649",1791,"12/2/2005",18.54174351,NA,18.54174351
"650",1792,"12/2/2005",28.73170732,28.2155688622754,28.73170732
"651",1794,"12/2/2005",13.43516959,NA,13.43516959
"652",1795,"12/2/2005",5.347593583,NA,5.347593583
"653",1796,"12/5/2005",17.48489426,NA,17.48489426
"654",1798,"12/5/2005",11.82622687,NA,11.82622687
"655",1799,"12/6/2005",4.072177518,4.0632603406326,4.072177518
"656",1800,"12/6/2005",5.381545532,NA,5.381545532
"657",1808,"12/6/2005",24.70612497,NA,24.70612497
"658",1812,"12/7/2005",14.52311626,NA,14.52311626
"659",1817,"12/9/2005",NA,NA,NA
"660",1821,"12/9/2005",21.17027076,NA,21.17027076
"661",1822,"12/9/2005",16.46150636,NA,16.46150636
"662",1823,"12/12/2005",NA,7.01754385964912,7.01754385964912
"663",1826,"12/12/2005",27.17375093,NA,27.17375093
"664",1828,"12/13/2005",NA,9.95073891625616,9.95073891625616
"665",1832,"12/14/2005",20.83559414,NA,20.83559414
"666",1834,"12/14/2005",NA,NA,NA
"667",1837,"12/14/2005",NA,NA,NA
"668",1841,"12/15/2005",11.55041436,NA,11.55041436
"669",1845,"12/16/2005",32.12321232,NA,32.12321232
"670",1849,"12/19/2005",NA,NA,NA
"671",1855,"12/20/2005",NA,NA,NA
"672",1857,"12/20/2005",13.58237962,NA,13.58237962
"673",1864,"1/18/2007",22.6652395,22.6168224299065,22.6652395
"674",1867,"2/14/2006",NA,NA,NA
"675",1869,"2/14/2006",5.347593583,NA,5.347593583
"676",1876,"2/15/2006",15.70076878,NA,15.70076878
"677",1884,"2/17/2006",NA,NA,NA
"678",1889,"2/21/2006",NA,NA,NA
"679",1891,"2/21/2006",NA,NA,NA
"680",1892,"2/21/2006",NA,14.9685816876122,14.9685816876122
"681",1893,"2/21/2006",NA,NA,NA
"682",1895,"2/22/2006",NA,NA,NA
"683",1898,"2/22/2006",7.000759301,NA,7.000759301
"684",1899,"2/22/2006",9.639909977,NA,9.639909977
"685",1903,"2/24/2006",NA,NA,NA
"686",1913,"2/27/2006",4.220681339,NA,4.220681339
"687",1916,"2/28/2006",4.665663298,4.62982718156603,4.665663298
"688",1918,"2/28/2006",NA,NA,NA
"689",1920,"2/28/2006",12.74840645,NA,12.74840645
"690",1921,"3/3/2006",12.99212598,12.9319558247239,12.99212598
"691",1925,"3/3/2006",22.5536031,NA,22.5536031
"692",1927,"3/3/2006",16.99507389,16.9950738916256,16.99507389
"693",1933,"3/7/2006",15.88310038,NA,15.88310038
"694",1935,"3/7/2006",15.94521888,NA,15.94521888
"695",1937,"3/7/2006",22.13601095,21.7196596506941,22.13601095
"696",1942,"3/8/2006",9.308692676,9.28116469517743,9.308692676
"697",1953,"3/9/2006",NA,13.2919254658385,13.2919254658385
"698",1955,"3/9/2006",24.70612497,NA,24.70612497
"699",1958,"3/10/2006",21.44883264,NA,21.44883264
"700",1961,"3/10/2006",14.79222265,NA,14.79222265
"701",1965,"3/15/2006",10.38015024,NA,10.38015024
"702",1967,"3/15/2006",12.06095521,NA,12.06095521
"703",1976,"3/16/2006",NA,NA,NA
"704",1980,"3/20/2006",NA,NA,NA
"705",1983,"3/20/2006",NA,NA,NA
"706",1985,"3/20/2006",3.220769081,NA,3.220769081
"707",1989,"3/21/2006",17.27559055,17.0898893908709,17.27559055
"708",1993,"3/22/2006",NA,NA,NA
"709",1996,"3/23/2006",5.065653075,NA,5.065653075
"710",2002,"3/23/2006",NA,6.46352723915051,6.46352723915051
"711",2009,"3/27/2006",NA,NA,NA
"712",2010,"3/28/2006",15.73474593,NA,15.73474593
"713",2013,"3/28/2006",NA,NA,NA
"714",2014,"3/28/2006",4.777448071,NA,4.777448071
"715",2019,"3/29/2006",7.960255825,NA,7.960255825
"716",2021,"3/29/2006",11.04926245,NA,11.04926245
"717",2026,"3/30/2006",23.35728953,NA,23.35728953
"718",2032,"4/3/2006",10.60803366,NA,10.60803366
"719",2039,"4/4/2006",NA,3.60953058321479,3.60953058321479
"720",2040,"4/4/2006",NA,6.0599959734246,6.0599959734246
"721",2042,"4/4/2006",27.9007177,NA,27.9007177
"722",2045,"4/4/2006",43.44428365,43.4442836468886,43.44428365
"723",2049,"4/6/2006",NA,NA,NA
"724",2050,"4/6/2006",26.94562361,26.2763650699783,26.94562361
"725",2054,"4/7/2006",10.60803366,NA,10.60803366
"726",2055,"4/7/2006",NA,NA,NA
"727",2057,"4/7/2006",6.037104623,NA,6.037104623
"728",2065,"4/11/2006",NA,24.6390312063344,24.6390312063344
"729",2066,"4/12/2006",NA,NA,NA
"730",2076,"4/17/2006",9.173700578,NA,9.173700578
"731",2078,"4/18/2006",17.21003135,17.2100313479624,17.21003135
"732",2082,"4/19/2006",9.794262533,NA,9.794262533
"733",2085,"4/21/2006",32.12321232,NA,32.12321232
"734",2089,"4/24/2006",14.32187302,NA,14.32187302
"735",2090,"4/24/2006",NA,NA,NA
"736",2091,"4/24/2006",NA,NA,NA
"737",2092,"4/24/2006",13.54806983,13.4390243902439,13.54806983
"738",2096,"4/25/2006",NA,NA,NA
"739",2099,"4/25/2006",43.44428365,43.4442836468886,43.44428365
"740",2103,"5/2/2006",NA,10.2023957042544,10.2023957042544
"741",2104,"5/2/2006",20.98707403,NA,20.98707403
"742",2105,"5/2/2006",11.20938281,NA,11.20938281
"743",2111,"5/4/2006",27.5968197,58.2211197732105,27.5968197
"744",2113,"5/4/2006",11.07244543,11.0724454286618,11.07244543
"745",2116,"5/5/2006",21.50474799,NA,21.50474799
"746",2117,"5/5/2006",3.246259194,NA,3.246259194
"747",2124,"5/15/2006",6.386066763,NA,6.386066763
"748",2129,"5/16/2006",24.99016909,NA,24.99016909
"749",2138,"5/22/2006",NA,NA,NA
"750",2141,"5/23/2006",4.777448071,NA,4.777448071
"751",2142,"5/23/2006",25.13484358,24.6495636075112,25.13484358
"752",2143,"5/23/2006",NA,17.4599000788851,17.4599000788851
"753",2145,"5/24/2006",7.273227552,NA,7.273227552
"754",2146,"5/24/2006",11.80625631,NA,11.80625631
"755",2156,"6/9/2006",14.48982761,NA,14.48982761
"756",2170,"6/20/2006",11.42969364,11.4296936370778,11.42969364
"757",2172,"6/20/2006",20.46894804,20.1917066055428,20.46894804
"758",2177,"6/22/2006",26.94562361,NA,26.94562361
"759",2183,"6/26/2006",7.362651053,NA,7.362651053
"760",2184,"6/27/2006",NA,NA,NA
"761",2185,"6/27/2006",13.8047138,NA,13.8047138
"762",2186,"6/27/2006",NA,NA,NA
"763",2189,"7/11/2006",4.777448071,NA,4.777448071
"764",2197,"7/25/2006",48.09093559,47.9233226837061,48.09093559
"765",2202,"7/28/2006",11.41052632,NA,11.41052632
"766",2204,"8/2/2006",9.241470686,NA,9.241470686
"767",2207,"8/3/2006",13.4595525,13.4595524956971,13.4595525
"768",2211,"8/8/2006",18.26086957,18.1190681622088,18.26086957
"769",2214,"8/10/2006",22.24725429,NA,22.24725429
"770",2221,"8/17/2006",NA,NA,NA
"771",2222,"8/21/2006",20.96173887,NA,20.96173887
"772",2223,"8/21/2006",14.93251324,NA,14.93251324
"773",2225,"8/21/2006",12.94354259,NA,12.94354259
"774",2226,"8/21/2006",10.96556095,10.9655609549968,10.96556095
"775",2227,"8/22/2006",NA,NA,NA
"776",2232,"9/6/2006",9.985170539,8.95985806165447,9.985170539
"777",2234,"9/6/2006",7.60520853,7.59517527327554,7.60520853
"778",2236,"9/7/2006",NA,NA,NA
"779",2240,"9/11/2006",15.87510385,NA,15.87510385
"780",2241,"9/11/2006",9.241470686,NA,9.241470686
"781",2254,"9/19/2006",NA,NA,NA
"782",2260,"9/22/2006",NA,NA,NA
"783",2270,"9/26/2006",3.172002978,NA,3.172002978
"784",2274,"9/28/2006",11.97782617,11.977826173035,11.97782617
"785",2275,"9/29/2006",24.73668372,NA,24.73668372
"786",2289,"10/11/2006",32.12321232,31.5334773218143,32.12321232
"787",2296,"10/13/2006",NA,NA,NA
"788",2306,"10/27/2006",NA,33.1767863133177,33.1767863133177
"789",2307,"10/27/2006",NA,NA,NA
"790",2314,"11/1/2005",15.24892845,15.2489284536762,15.24892845
"791",2317,"11/6/2006",6.975461814,NA,6.975461814
"792",2341,"12/1/2006",NA,NA,NA
"793",2351,"12/11/2006",11.07244543,11.0724454286618,11.07244543
"794",2352,"12/12/2006",NA,NA,NA
"795",2353,"12/12/2006",10.591133,10.5911330049261,10.591133
"796",2354,"12/12/2006",7.675852523,NA,7.675852523
"797",2356,"12/13/2006",18.42723005,NA,18.42723005
"798",2357,"12/13/2006",NA,NA,NA
"799",2365,"12/19/2006",13.05714286,NA,13.05714286
"800",2366,"1/4/2007",NA,3.60953058321479,3.60953058321479
"801",2371,"1/8/2007",8.578888474,10.142199916353,8.578888474
"802",2372,"1/8/2007",14.08272813,NA,14.08272813
"803",2375,"1/11/2007",23.45906164,22.8412755284844,23.45906164
"804",2382,"1/16/2007",30.35339922,NA,30.35339922
"805",2383,"1/17/2007",5.874439462,NA,5.874439462
"806",2385,"1/18/2007",3.755407,3.74656728128678,3.755407
"807",2390,"1/22/2007",21.50474799,NA,21.50474799
"808",2393,"1/23/2007",3.745624271,NA,3.745624271
"809",2397,"1/25/2007",30.76584507,NA,30.76584507
"810",2401,"1/26/2007",28.16023027,28.1602302710482,28.16023027
"811",2403,"1/30/2007",13.58237962,11.5349348982212,13.58237962
"812",2408,"2/1/2007",17.9379715,NA,17.9379715
"813",2410,"2/2/2007",8.560390403,NA,8.560390403
"814",2418,"2/6/2007",NA,NA,NA
"815",2422,"2/8/2007",16.30824373,NA,16.30824373
"816",2423,"2/12/2007",1.821804725,NA,1.821804725
"817",2427,"2/21/2007",5.020242915,5.02024291497976,5.020242915
"818",2433,"2/26/2007",7.304373698,NA,7.304373698
"819",2437,"2/26/2007",15.6969697,15.6969696969697,15.6969697
"820",2438,"2/27/2007",28.24664141,NA,28.24664141
"821",2441,"2/28/2007",NA,NA,NA
"822",2445,"3/4/2007",11.92859075,NA,11.92859075
"823",2446,"3/5/2007",NA,NA,NA
"824",2448,"3/5/2007",7.480706995,NA,7.480706995
"825",2450,"3/6/2007",NA,NA,NA
"826",2451,"3/6/2007",21.17027076,NA,21.17027076
"827",2453,"3/6/2007",7.675852523,NA,7.675852523
"828",2463,"3/15/2007",3.410352134,NA,3.410352134
"829",2464,"3/15/2007",NA,NA,NA
"830",2470,"3/19/2007",10.36768187,10.367681868392,10.36768187
"831",2471,"3/19/2007",10.60803366,NA,10.60803366
"832",2481,"3/20/2007",5.308134758,NA,5.308134758
"833",2482,"3/21/2008",6.180712254,NA,6.180712254
"834",2485,"3/28/2007",22.63304643,NA,22.63304643
"835",2486,"3/28/2007",26.39135058,NA,26.39135058
"836",2487,"3/28/2007",8.674414688,NA,8.674414688
"837",2488,"3/29/2007",13.81446752,NA,13.81446752
"838",2490,"4/2/2007",22.40767045,NA,22.40767045
"839",2496,"4/3/2007",9.989373007,9.9893730074389,9.989373007
"840",2498,"4/4/2007",NA,NA,NA
"841",2506,"4/9/2007",33.71919343,NA,33.71919343
"842",2510,"4/11/2007",8.944870391,7.72870662460568,8.944870391
"843",2512,"4/13/2007",4.242101526,NA,4.242101526
"844",2521,"4/19/2007",23.97779833,NA,23.97779833
"845",2534,"5/2/2007",11.04926245,NA,11.04926245
"846",2542,"5/11/2007",NA,NA,NA
"847",2548,"5/14/2007",NA,10.0369783412573,10.0369783412573
"848",2549,"5/15/2007",7.728988675,NA,7.728988675
"849",2550,"5/15/2007",6.486758297,NA,6.486758297
"850",2552,"5/15/2007",9.510463378,NA,9.510463378
"851",2554,"5/15/2007",NA,NA,NA
"852",2560,"5/17/2007",5.336905007,5.33690500721203,5.336905007
"853",2571,"5/24/2007",NA,NA,NA
"854",2575,"6/19/2007",28.6548488,28.6548488008342,28.6548488
"855",2578,"6/26/2007",3.708867819,NA,3.708867819
"856",2588,"6/29/2007",20.83606916,NA,20.83606916
"857",2592,"7/3/2007",13.05714286,11.7965926690759,13.05714286
"858",2593,"7/3/2007",8.860759494,NA,8.860759494
"859",2594,"7/3/2007",5.686247216,NA,5.686247216
"860",2595,"7/5/2007",14.08385093,NA,14.08385093
"861",2596,"7/5/2007",1.025074909,NA,1.025074909
"862",2597,"7/5/2007",14.78839753,14.7813688212928,14.78839753
"863",2600,"7/6/2007",NA,NA,NA
"864",2603,"7/9/2007",0.592718036,NA,0.592718036
"865",2604,"7/9/2007",NA,NA,NA
"866",2605,"7/9/2007",2.940043651,NA,2.940043651
"867",2612,"7/11/2007",20.17857143,20.1282508015675,20.17857143
"868",2614,"7/12/2007",25.50834849,NA,25.50834849
"869",2615,"7/13/2007",9.241470686,NA,9.241470686
"870",2616,"7/13/2007",NA,NA,NA
"871",2617,"7/16/2007",6.418642682,NA,6.418642682
"872",2618,"7/16/2007",NA,NA,NA
"873",2623,"7/17/2007",18.26215022,NA,18.26215022
"874",2624,"7/17/2007",4.982064568,NA,4.982064568
"875",2627,"7/18/2007",4.195081628,NA,4.195081628
"876",2628,"7/18/2007",NA,NA,NA
"877",2630,"7/18/2007",NA,NA,NA
"878",2633,"7/19/2007",22.68921634,NA,22.68921634
"879",2635,"7/19/2007",NA,NA,NA
"880",2636,"7/19/2007",25.50834849,NA,25.50834849
"881",2640,"7/20/2007",NA,NA,NA
"882",2641,"7/20/2007",NA,NA,NA
"883",2642,"7/23/2007",9.216204928,NA,9.216204928
"884",2644,"7/23/2007",25.67208272,NA,25.67208272
"885",2645,"7/24/2007",NA,NA,NA
"886",2647,"7/24/2007",25.07457739,NA,25.07457739
"887",2648,"7/24/2007",NA,3.62520914668154,3.62520914668154
"888",2653,"7/25/2007",33.37774817,NA,33.37774817
"889",2654,"7/25/2007",11.07313739,NA,11.07313739
"890",2658,"7/26/2007",9.173700578,NA,9.173700578
"891",2659,"7/27/2007",NA,NA,NA
"892",2660,"7/27/2007",5.686247216,NA,5.686247216
"893",2663,"7/27/2007",3.975925588,NA,3.975925588
"894",2666,"7/30/2007",32.97142857,31.7672967516976,32.97142857
"895",2668,"7/30/2007",NA,NA,NA
"896",2670,"7/30/2007",9.94119605,NA,9.94119605
"897",2673,"7/31/2007",33.61702128,33.5219236209335,33.61702128
"898",2676,"7/31/2007",16.95854182,NA,16.95854182
"899",2677,"7/31/2007",14.66096518,NA,14.66096518
"900",2678,"7/31/2007",NA,NA,NA
"901",2688,"8/1/2007",NA,NA,NA
"902",2689,"8/2/2007",3.850248403,NA,3.850248403
"903",2690,"8/2/2007",18.88671875,NA,18.88671875
"904",2691,"8/2/2007",NA,NA,NA
"905",2694,"8/3/2007",5.288744844,NA,5.288744844
"906",2697,"8/3/2007",3.954132068,3.51123595505618,3.954132068
"907",2698,"8/3/2007",20.96483318,20.9648331830478,20.96483318
"908",2699,"8/3/2007",8.307770961,8.22368421052632,8.307770961
"909",2702,"8/6/2007",22.53909844,21.1571675302245,22.53909844
"910",2713,"8/7/2007",4.665663298,4.62982718156603,4.665663298
"911",2714,"8/7/2007",NA,NA,NA
"912",2715,"8/7/2007",NA,14.1404587372901,14.1404587372901
"913",2716,"8/7/2007",9.216204928,NA,9.216204928
"914",2717,"8/8/2007",4.982064568,4.9820645675568,4.982064568
"915",2718,"8/8/2007",23.15912182,23.1591218185351,23.15912182
"916",2728,"8/14/2007",12.07207207,12.0720720720721,12.07207207
"917",2731,"8/15/2007",13.76104671,NA,13.76104671
"918",2745,"8/20/2007",25.50834849,NA,25.50834849
"919",2746,"8/20/2007",12.94354259,NA,12.94354259
"920",2751,"8/21/2007",3.662115605,NA,3.662115605
"921",2752,"8/21/2007",20.85092563,NA,20.85092563
"922",2753,"8/21/2007",21.8295601,NA,21.8295601
"923",2756,"8/24/2007",NA,NA,NA
"924",2758,"8/27/2007",NA,NA,NA
"925",2764,"8/28/2007",4.072022161,NA,4.072022161
"926",2766,"8/28/2007",21.44883264,NA,21.44883264
"927",2767,"8/29/2007",13.8047138,13.8047138047138,13.8047138
"928",2769,"8/30/2007",10.53196382,NA,10.53196382
"929",2772,"9/6/2007",32.12321232,31.5334773218143,32.12321232
"930",2775,"9/6/2007",15.43209877,15.2608213096559,15.43209877
"931",2778,"9/6/2007",39.03458761,NA,39.03458761
"932",2780,"9/7/2007",NA,NA,NA
"933",2781,"9/10/2007",7.304373698,NA,7.304373698
"934",2782,"9/10/2007",7.960255825,NA,7.960255825
"935",2791,"9/14/2007",28.70539203,NA,28.70539203
"936",2801,"9/19/2007",17.86508525,14.9732620320856,17.86508525
"937",2803,"9/20/2007",9.216204928,NA,9.216204928
"938",2804,"9/20/2007",NA,NA,NA
"939",2806,"9/21/2007",NA,NA,NA
"940",2808,"9/24/2007",NA,NA,NA
"941",2809,"9/24/2007",21.39807054,NA,21.39807054
"942",2810,"9/24/2007",NA,NA,NA
"943",2811,"9/24/2007",NA,NA,NA
"944",2817,"9/26/2007",18.42137219,NA,18.42137219
"945",2819,"9/27/2007",9.051935326,NA,9.051935326
"946",2826,"9/28/2007",11.4480198,NA,11.4480198
"947",2828,"10/1/2007",9.214245336,NA,9.214245336
"948",2834,"10/4/2007",26.94562361,26.2763650699783,26.94562361
"949",2835,"10/4/2007",14.08385093,NA,14.08385093
"950",2838,"10/5/2007",7.273227552,NA,7.273227552
"951",2843,"10/8/2007",5.308134758,NA,5.308134758
"952",2845,"10/9/2007",42.0943494,42.0943494038362,42.0943494
"953",2848,"10/9/2007",2.607615894,NA,2.607615894
"954",2860,"10/12/2007",22.68286872,18.4782608695652,22.68286872
"955",2863,"10/16/2007",18.88671875,NA,18.88671875
"956",2870,"10/23/2007",31.67121153,NA,31.67121153
"957",2873,"10/23/2007",11.4480198,NA,11.4480198
"958",2874,"10/25/2007",4.165705054,NA,4.165705054
"959",2875,"10/25/2007",31.37561411,29.554059739167,31.37561411
"960",2884,"10/31/2007",12.17690982,NA,12.17690982
"961",2885,"11/1/2007",11.01055807,NA,11.01055807
"962",2886,"11/1/2007",14.78839753,NA,14.78839753
"963",2897,"11/13/2007",NA,21.5693566381554,21.5693566381554
"964",2900,"11/13/2007",27.24771789,NA,27.24771789
"965",2903,"11/15/2007",NA,6.32231404958678,6.32231404958678
"966",2904,"11/15/2007",29.81725653,NA,29.81725653
"967",2910,"11/19/2007",NA,NA,NA
"968",2913,"11/20/2007",5.135633395,NA,5.135633395
"969",2915,"11/21/2007",18.06661251,NA,18.06661251
"970",2916,"11/26/2007",10.81288344,NA,10.81288344
"971",2919,"11/26/2007",26.3778448,NA,26.3778448
"972",2920,"11/27/2007",33.37774817,33.3777481678881,33.37774817
"973",2924,"11/27/2007",25.6508079,NA,25.6508079
"974",2925,"11/27/2007",NA,6.41864268192968,6.41864268192968
"975",2932,"11/28/2007",5.336905007,5.33690500721203,5.336905007
"976",2933,"11/28/2007",15.6969697,NA,15.6969697
"977",2935,"11/29/2007",12.06095521,NA,12.06095521
"978",2939,"11/29/2007",22.03791469,NA,22.03791469
"979",2940,"11/30/2007",NA,NA,NA
"980",2942,"11/30/2007",27.18393923,NA,27.18393923
"981",2944,"11/30/2007",8.918883155,NA,8.918883155
"982",2946,"11/30/2007",NA,NA,NA
"983",2947,"11/30/2007",18.42137219,NA,18.42137219
"984",2950,"12/4/2007",6.088066369,NA,6.088066369
"985",2953,"12/5/2007",9.241470686,NA,9.241470686
"986",2955,"12/6/2007",11.41052632,NA,11.41052632
"987",2957,"12/7/2007",2.095413811,NA,2.095413811
"988",2960,"12/10/2007",14.87639466,NA,14.87639466
"989",2962,"12/11/2007",23.97779833,23.9777983348751,23.97779833
"990",2963,"12/12/2007",NA,NA,NA
"991",2965,"12/13/2007",28.59168242,27.6634659350709,28.59168242
"992",2985,"1/16/2008",10.1738658,NA,10.1738658
"993",2986,"1/16/2008",NA,5.98731165741475,5.98731165741475
"994",2989,"1/17/2008",NA,NA,NA
"995",2991,"1/17/2008",NA,NA,NA
"996",2998,"1/23/2008",14.03390592,NA,14.03390592
